"","GrLivArea","Neighborhood","OverallQual","TotalBsmtSF","LotArea","BsmtFinSF1","ExterQual","MSZoning","MSSubClass","KitchenQual","OverallCond","KitchenAbvGr","BedroomAbvGr","MasVnrArea","GarageQual","SalePrice"
"543",1680,"NWAmes",7,1650,10140,144,"Gd","RL",20,"Gd",5,1,3,0,"TA",213250
"544",767,"NAmes",7,723,4058,584,"TA","RH",120,"TA",5,1,1,182,"TA",133000
"545",1496,"Gilbert",7,654,17104,554,"Gd","RL",60,"Gd",5,1,3,0,"TA",179665
"546",2183,"NWAmes",7,1204,13837,1002,"Gd","RL",50,"Gd",5,1,4,178,"TA",229000
"547",1635,"BrkSide",6,1065,8737,300,"TA","RL",50,"TA",7,1,3,0,"TA",210000
"548",768,"Mitchel",5,768,7244,619,"TA","RL",85,"TA",7,1,2,0,"TA",129500
"549",825,"OldTown",5,825,8235,180,"TA","RM",20,"TA",7,1,2,0,"TA",125000
"550",2094,"Somerst",7,912,9375,0,"Gd","FV",60,"Gd",5,1,4,0,"TA",263000
"551",1069,"NPkVill",6,1069,4043,559,"TA","RL",120,"TA",6,1,2,0,"TA",140000
"552",928,"OldTown",5,928,6000,308,"TA","RM",20,"TA",6,1,3,0,"TA",112500
"553",1717,"NridgHt",8,1709,11146,0,"Gd","RL",20,"Gd",5,1,3,250,"TA",255500
"554",1126,"Edwards",4,0,8777,0,"TA","RL",20,"Gd",5,1,2,0,"TA",108000
"555",2046,"NridgHt",7,998,10625,866,"Gd","RL",60,"Gd",5,1,3,292,"TA",284000
"556",1048,"BrkSide",5,993,6380,0,"TA","RM",45,"TA",6,1,2,0,"TA",113000
"557",1092,"NAmes",5,1092,14850,895,"TA","RL",20,"TA",5,1,2,0,"TA",141000
"558",1336,"IDOTRR",4,637,11040,637,"TA","C (all)",50,"TA",6,1,3,0,"TA",108000
"559",1446,"Gilbert",7,729,21872,604,"TA","RL",60,"TA",5,1,3,0,"TA",175000
"560",1557,"Blmngtn",7,1374,3196,0,"Gd","RL",120,"Gd",5,1,2,18,"TA",234000
"561",1392,"Sawyer",5,1392,11341,1302,"TA","RL",20,"TA",6,1,3,180,"TA",121500
"562",1389,"Mitchel",5,1389,10010,1071,"TA","RL",20,"TA",5,1,2,0,"TA",170000
"563",996,"Edwards",5,996,13907,290,"TA","RL",30,"TA",6,1,3,0,"",108000
"564",1674,"Edwards",6,1163,21780,0,"TA","RL",50,"TA",7,1,4,0,"TA",185000
"565",2295,"NoRidge",7,1095,13346,728,"Gd","RL",60,"Gd",5,1,4,0,"TA",268000
"566",1647,"SWISU",6,806,6858,0,"TA","RL",70,"Fa",4,1,4,0,"TA",128000
"567",2504,"StoneBr",9,1122,11198,0,"Gd","RL",60,"Ex",5,1,4,245,"TA",325000
"568",1535,"NridgHt",7,1517,10171,2,"Gd","RL",20,"Gd",5,1,3,168,"TA",214000
"569",2132,"SawyerW",8,1496,12327,1441,"Gd","RL",50,"Gd",8,1,1,0,"Gd",316600
"570",943,"NAmes",5,943,7032,943,"TA","RL",90,"TA",5,1,2,0,"TA",135960
"571",1728,"NAmes",5,1728,13101,231,"TA","RL",90,"TA",5,2,6,108,"TA",142600
"572",864,"NAmes",6,864,7332,414,"TA","RL",20,"Gd",6,1,2,207,"TA",120000
"573",1692,"Timber",7,846,13159,0,"TA","RL",60,"Gd",5,1,3,0,"TA",224500
"574",1430,"Gilbert",7,384,9967,0,"TA","RL",80,"TA",5,1,3,0,"TA",170000
"575",1109,"NAmes",5,372,10500,349,"TA","RL",80,"TA",7,1,3,82,"TA",139000
"576",1216,"NAmes",5,832,8480,442,"TA","RL",50,"TA",5,1,2,0,"TA",118500
"577",1477,"SWISU",7,861,6292,0,"TA","RL",50,"TA",7,1,3,0,"TA",145000
"578",1320,"Sawyer",5,1164,11777,328,"TA","RL",80,"TA",6,1,3,97,"TA",164500
"579",1392,"Somerst",7,689,3604,0,"Gd","FV",160,"Gd",5,1,2,0,"TA",146000
"580",1795,"OldTown",5,1050,12150,0,"TA","RM",50,"TA",5,1,4,335,"Fa",131500
"581",1429,"NAmes",6,1144,14585,594,"TA","RL",20,"Gd",6,1,3,85,"TA",181900
"582",2042,"NridgHt",8,2042,12704,0,"Ex","RL",20,"Ex",5,1,3,306,"TA",253293
"583",816,"Edwards",6,816,11841,816,"TA","RL",90,"TA",5,1,3,104,"",118500
"584",2775,"OldTown",10,1237,13500,0,"Ex","RM",75,"Gd",9,1,3,0,"Gd",325000
"585",1573,"BrkSide",4,884,6120,0,"TA","RM",50,"Gd",7,1,3,0,"TA",133000
"586",2028,"Timber",8,1868,11443,1460,"Gd","RL",20,"Gd",5,1,2,208,"TA",369900
"587",838,"BrkSide",6,816,10267,210,"TA","RL",30,"Fa",7,1,2,0,"TA",130000
"588",860,"Sawyer",5,840,8740,672,"TA","RL",85,"TA",6,1,2,0,"TA",137000
"589",1473,"ClearCr",5,1437,25095,1324,"TA","RL",20,"Ex",8,1,1,0,"TA",143000
"590",935,"BrkSide",5,742,9100,0,"TA","RM",40,"TA",6,1,2,0,"TA",79500
"591",1582,"CollgCr",7,770,8320,490,"Gd","RL",60,"Gd",5,1,3,0,"TA",185900
"592",2296,"NridgHt",10,1722,13478,1338,"Ex","RL",60,"Ex",5,1,3,420,"TA",451950
"593",816,"Mitchel",5,816,6600,816,"TA","RL",20,"TA",8,1,2,0,"TA",138000
"594",848,"CollgCr",6,848,4435,685,"Gd","RM",120,"Gd",5,1,1,170,"TA",140000
"595",924,"CollgCr",5,924,7990,0,"TA","RL",20,"TA",6,1,3,0,"TA",110000
"596",1826,"StoneBr",8,1814,11302,1422,"Gd","RL",20,"Gd",5,1,3,238,"TA",319000
"597",1368,"OldTown",6,684,3600,0,"TA","RM",70,"TA",7,1,3,0,"TA",114504
"598",1402,"Blmngtn",7,1258,3922,0,"Gd","RL",120,"Gd",5,1,2,72,"TA",194201
"599",1647,"Crawfor",5,1430,12984,1283,"TA","RL",20,"Gd",6,1,3,459,"TA",217500
"600",1556,"Blueste",6,716,1950,81,"TA","RM",160,"TA",6,1,3,0,"TA",151000
"601",1904,"NridgHt",8,1058,10927,546,"Gd","RL",60,"Ex",5,1,3,280,"TA",275000
"602",1375,"IDOTRR",6,780,9000,0,"TA","RM",50,"Gd",6,1,3,0,"TA",141000
"603",1915,"SawyerW",8,908,10041,789,"Gd","RL",60,"Gd",5,1,3,0,"TA",220000
"604",1200,"Somerst",7,600,3182,0,"Gd","FV",160,"Gd",5,1,2,0,"TA",151000
"605",1494,"CollgCr",7,1494,12803,922,"Gd","RL",20,"Gd",5,1,3,99,"TA",221000
"606",1986,"NAmes",7,768,13600,454,"TA","RL",60,"TA",6,1,3,176,"TA",205000
"607",1040,"CollgCr",5,1040,12464,732,"TA","RL",20,"Gd",5,1,3,0,"TA",152000
"608",2008,"Edwards",5,896,7800,603,"TA","RL",20,"Ex",8,1,3,0,"TA",225000
"609",3194,"Crawfor",8,965,12168,428,"TA","RL",70,"TA",6,1,4,0,"TA",359100
"610",1029,"Sawyer",4,1029,7943,903,"TA","RL",20,"TA",5,1,3,192,"TA",118500
"611",2153,"CollgCr",9,1440,11050,904,"Gd","RL",60,"Ex",5,1,3,204,"TA",313000
"612",1032,"NWAmes",6,1032,10395,605,"TA","RL",80,"TA",6,1,3,233,"TA",148000
"613",1872,"CollgCr",8,1299,11885,990,"Gd","RL",60,"Ex",5,1,3,108,"TA",261500
"614",1120,"Mitchel",5,1120,8402,206,"TA","RL",20,"TA",5,1,3,0,"",147000
"615",630,"MeadowV",4,630,1491,150,"TA","RM",180,"TA",6,1,1,0,"",75500
"616",1054,"NAmes",6,936,8800,763,"TA","RL",85,"Gd",7,1,3,156,"TA",137500
"617",1509,"Gilbert",6,783,7861,457,"Gd","RL",60,"Gd",5,1,3,0,"TA",183200
"618",832,"NAmes",6,832,7227,0,"TA","RL",45,"Gd",6,1,2,0,"TA",105500
"619",1828,"NridgHt",9,1822,11694,48,"Ex","RL",20,"Gd",5,1,3,452,"TA",314813
"620",2262,"Timber",8,1482,12244,871,"Gd","RL",60,"Gd",5,1,4,226,"TA",305000
"621",864,"Edwards",3,864,8248,41,"TA","RL",30,"TA",3,1,2,0,"",67000
"622",2614,"NWAmes",6,1522,10800,956,"TA","RL",60,"TA",7,1,4,0,"TA",240000
"623",980,"Sawyer",5,980,7064,560,"TA","RL",20,"TA",6,1,3,153,"TA",135000
"624",1512,"Somerst",6,756,2117,420,"Gd","FV",160,"Gd",5,1,2,513,"TA",168500
"625",1790,"NWAmes",6,732,10400,247,"TA","RL",60,"TA",5,1,4,288,"TA",165150
"626",1116,"NAmes",6,1116,10000,0,"TA","RL",20,"TA",6,1,3,261,"TA",160000
"627",1422,"NAmes",5,978,12342,0,"TA","RL",20,"TA",5,1,3,0,"TA",139900
"628",1520,"NAmes",6,1156,9600,674,"TA","RL",80,"TA",6,1,3,164,"TA",153000
"629",2080,"NAmes",5,1040,11606,650,"TA","RL",60,"Fa",5,1,5,192,"TA",135000
"630",1350,"NAmes",6,1248,9020,624,"TA","RL",80,"TA",5,1,3,259,"TA",168500
"631",1750,"OldTown",5,636,9000,0,"TA","RM",70,"Ex",6,1,3,0,"Fa",124000
"632",1554,"NridgHt",8,1554,4590,24,"Gd","RL",120,"Gd",5,1,2,108,"TA",209500
"633",1411,"NWAmes",7,1386,11900,822,"TA","RL",20,"TA",5,1,3,209,"TA",82500
"634",1056,"NAmes",5,1056,9250,480,"TA","RL",20,"TA",7,1,3,0,"TA",139400
"635",1056,"OldTown",6,1056,6979,1056,"TA","RL",90,"TA",5,2,0,0,"TA",144000
"636",3395,"SWISU",6,1440,10896,256,"Fa","RH",190,"Fa",7,2,8,0,"",200000
"637",800,"BrkSide",2,264,6120,0,"Fa","RM",30,"Fa",3,1,1,0,"",60000
"638",1387,"OldTown",5,811,6000,0,"TA","RM",190,"Gd",4,2,3,0,"TA",93000
"639",796,"Edwards",5,796,8777,0,"TA","RL",30,"TA",7,1,2,0,"",85000
"640",1567,"Blmngtn",8,1520,3982,1154,"Gd","RL",120,"Ex",5,1,1,0,"TA",264561
"641",1518,"NridgHt",8,1518,12677,1218,"Ex","RL",120,"Ex",5,1,1,472,"TA",274000
"642",1929,"Somerst",7,1057,7050,738,"Gd","FV",60,"Gd",5,1,3,0,"TA",226000
"643",2704,"NAmes",8,1952,13860,1410,"Gd","RL",80,"Ex",7,1,4,0,"TA",345000
"644",1620,"NWAmes",5,780,10793,493,"TA","RL",60,"TA",5,1,4,263,"TA",152000
"645",1766,"Somerst",9,1766,9187,1121,"Ex","FV",20,"Ex",5,1,2,162,"TA",370878
"646",981,"NAmes",6,981,10530,282,"TA","RL",20,"TA",5,1,3,0,"TA",143250
"647",1048,"NAmes",5,0,7200,0,"TA","RL",20,"TA",5,1,3,0,"TA",98300
"648",1094,"Edwards",6,1094,10452,500,"TA","RL",20,"TA",5,1,3,216,"TA",155000
"649",1839,"NAmes",6,756,7700,0,"TA","RL",60,"TA",5,1,4,351,"TA",155000
"650",630,"MeadowV",4,630,1936,131,"TA","RM",180,"TA",6,1,1,0,"",84500
"651",1665,"Somerst",7,813,8125,0,"Gd","FV",60,"Gd",6,1,3,NA,"TA",205950
"652",1510,"Edwards",4,755,9084,0,"TA","RL",70,"TA",5,1,4,0,"Fa",108000
"653",1716,"CollgCr",7,880,8750,0,"Gd","RL",60,"Gd",5,1,2,0,"TA",191000
"654",1469,"IDOTRR",6,756,10320,0,"TA","RM",50,"TA",7,1,3,0,"TA",135000
"655",2113,"NoRidge",8,2109,10437,1696,"Gd","RL",20,"Gd",6,1,2,660,"TA",350000
"656",1092,"BrDale",6,525,1680,0,"TA","RM",160,"TA",5,1,3,381,"TA",88000
"657",1053,"NAmes",5,1053,10007,806,"Gd","RL",20,"Gd",7,1,3,54,"TA",145500
"658",1502,"Crawfor",7,776,7200,0,"TA","RL",70,"TA",6,1,3,0,"TA",149000
"659",1458,"NAmes",6,912,17503,0,"TA","RL",50,"TA",5,1,3,0,"TA",97500
"660",1486,"Edwards",5,1486,9937,637,"TA","RL",20,"TA",7,1,3,0,"TA",167000
"661",1935,"NWAmes",7,793,12384,0,"TA","RL",60,"TA",7,1,3,233,"TA",197900
"662",2448,"NoRidge",8,1629,46589,1361,"Gd","RL",60,"Gd",7,1,4,528,"TA",402000
"663",1392,"NAmes",6,1392,13560,0,"TA","RL",20,"TA",3,1,2,216,"TA",110000
"664",1181,"Edwards",4,1138,10012,920,"TA","RL",85,"TA",5,1,3,0,"TA",137500
"665",2097,"Somerst",8,2077,20896,1721,"Gd","RL",20,"Ex",5,1,1,0,"TA",423000
"666",1936,"Gilbert",8,1406,11194,0,"Gd","RL",60,"Gd",5,1,3,40,"TA",230500
"667",2380,"NAmes",6,1021,18450,187,"TA","RL",60,"TA",5,1,3,113,"TA",129000
"668",1679,"SawyerW",6,1408,8125,1138,"TA","RL",20,"Gd",5,1,3,258,"TA",193500
"669",1437,"Sawyer",5,1188,14175,988,"TA","RL",20,"TA",6,1,3,0,"TA",168000
"670",1180,"Crawfor",4,700,11600,0,"TA","RL",30,"Fa",5,1,2,0,"TA",137500
"671",1476,"CollgCr",6,738,8633,193,"Gd","RL",60,"Gd",5,1,3,0,"TA",173500
"672",1369,"Edwards",6,672,6629,551,"TA","RH",70,"TA",6,1,3,0,"TA",103600
"673",1208,"Veenker",6,1208,11250,767,"Gd","RL",20,"TA",6,1,3,0,"TA",165000
"674",1839,"Crawfor",6,1477,14442,1186,"TA","RL",20,"Gd",7,1,3,106,"TA",257500
"675",1136,"NAmes",6,1136,9200,892,"TA","RL",20,"TA",6,1,3,0,"TA",140000
"676",1441,"NPkVill",6,855,2289,311,"TA","RL",160,"TA",6,1,3,0,"TA",148500
"677",1774,"OldTown",4,1095,9600,0,"TA","RM",70,"TA",2,2,4,0,"Fa",87000
"678",792,"OldTown",5,768,9022,0,"Gd","RL",30,"Gd",8,1,2,0,"Fa",109500
"679",2046,"StoneBr",8,2046,11844,0,"Gd","RL",20,"Gd",5,1,3,464,"TA",372500
"680",988,"Sawyer",5,988,9945,827,"TA","RL",20,"TA",5,1,3,57,"TA",128500
"681",923,"SawyerW",6,923,8012,543,"TA","RL",120,"TA",5,1,2,0,"TA",143000
"682",1520,"SWISU",5,793,4500,182,"TA","RH",50,"TA",5,1,3,0,"TA",159434
"683",1291,"ClearCr",6,1291,2887,1003,"TA","RL",120,"Gd",5,1,2,0,"TA",173000
"684",1668,"CollgCr",9,1626,11248,1059,"Gd","RL",20,"Gd",5,1,3,215,"TA",285000
"685",1839,"NoRidge",7,1195,16770,0,"Gd","RL",60,"TA",5,1,4,30,"TA",221000
"686",2090,"StoneBr",7,1190,5062,828,"Gd","RL",160,"Gd",5,1,3,0,"TA",207500
"687",1761,"Somerst",7,874,10207,0,"Gd","FV",60,"Gd",6,1,3,0,"TA",227875
"688",1102,"Somerst",7,551,5105,239,"Gd","FV",160,"Gd",5,1,2,0,"TA",148800
"689",1419,"StoneBr",8,1419,8089,945,"Gd","RL",20,"Gd",6,1,2,0,"TA",392000
"690",1362,"NridgHt",6,1362,7577,20,"Gd","RL",120,"Gd",5,1,2,256,"TA",194700
"691",848,"CollgCr",6,848,4426,697,"Gd","RM",120,"Gd",5,1,1,147,"TA",141000
"692",4316,"NoRidge",10,2444,21535,1455,"Ex","RL",60,"Ex",6,1,4,1170,"TA",755000
"693",2519,"Timber",7,1210,26178,965,"Gd","RL",60,"Gd",5,1,4,293,"TA",335000
"694",1073,"OldTown",5,1073,5400,0,"TA","RL",30,"TA",6,1,2,0,"TA",108480
"695",1539,"BrkSide",5,927,6120,0,"TA","RM",50,"TA",6,1,3,0,"TA",141500
"696",1137,"Timber",6,1112,13811,980,"TA","RL",20,"Gd",6,1,2,72,"TA",176000
"697",616,"BrkSide",5,616,6000,616,"TA","RM",30,"TA",7,1,2,0,"TA",89000
"698",1148,"Edwards",5,980,6420,210,"TA","RL",20,"TA",7,1,2,0,"TA",123500
"699",894,"Sawyer",5,894,8450,553,"TA","RL",20,"TA",8,1,3,0,"TA",138500
"700",1391,"Somerst",7,1391,4282,16,"Gd","FV",120,"Gd",5,1,2,0,"TA",196000
"701",1800,"Timber",8,1800,14331,1274,"Gd","RL",20,"Gd",5,1,3,630,"TA",312500
"702",1164,"NWAmes",7,1164,9600,0,"TA","RL",20,"TA",5,1,3,168,"TA",140000
"703",2576,"StoneBr",8,1234,12438,0,"Ex","RL",60,"Ex",5,1,4,466,"TA",361919
"704",1812,"OldTown",5,360,7630,0,"TA","RM",190,"Gd",9,2,4,0,"TA",140000
"705",1484,"CollgCr",7,1473,8400,712,"Gd","RL",20,"Gd",5,1,3,109,"TA",213000
"706",1092,"IDOTRR",4,0,5600,0,"Fa","RM",190,"Fa",5,2,3,0,"",55000
"707",1824,"ClearCr",7,1643,115149,1219,"TA","RL",20,"Gd",5,1,2,351,"TA",302000
"708",1324,"NridgHt",8,1324,6240,863,"Gd","RL",120,"Gd",5,1,2,176,"TA",254000
"709",1456,"Gilbert",7,728,9018,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",179540
"710",904,"Sawyer",5,876,7162,0,"TA","RL",20,"TA",7,1,3,41,"TA",109900
"711",729,"BrkSide",3,270,4130,0,"Gd","RL",30,"TA",6,1,2,0,"",52000
"712",1178,"IDOTRR",4,859,8712,0,"TA","C (all)",50,"TA",7,1,2,0,"TA",102776
"713",1228,"StoneBr",8,1228,4671,767,"Gd","RL",120,"Gd",5,1,2,0,"TA",189000
"714",960,"BrkSide",4,960,9873,789,"TA","RL",190,"TA",5,1,3,160,"TA",129000
"715",1479,"Sawyer",6,725,13517,533,"Gd","RL",60,"Gd",8,1,3,289,"TA",130500
"716",1350,"NWAmes",6,1064,10140,0,"TA","RL",20,"TA",5,1,3,174,"TA",165000
"717",2554,"OldTown",7,718,10800,0,"TA","RM",70,"TA",8,1,3,0,"TA",159500
"718",1178,"NWAmes",5,1176,10000,1084,"TA","RL",20,"Gd",6,1,3,0,"TA",157000
"719",2418,"NoRidge",7,1311,10542,1173,"Gd","RL",60,"Gd",5,1,3,651,"TA",341000
"720",971,"CollgCr",5,971,9920,523,"TA","RL",20,"TA",6,1,3,0,"TA",128500
"721",1742,"StoneBr",8,1742,6563,1148,"Gd","RL",120,"Gd",5,1,2,0,"TA",275000
"722",848,"CollgCr",6,848,4426,662,"Gd","RM",120,"Gd",5,1,1,169,"TA",143000
"723",864,"NAmes",4,864,8120,191,"TA","RL",20,"TA",7,1,3,0,"TA",124500
"724",1470,"Edwards",4,941,8172,0,"TA","RL",50,"TA",6,1,4,0,"TA",135000
"725",1698,"Edwards",9,1698,13286,1234,"Ex","RL",20,"Ex",5,1,3,340,"TA",320000
"726",864,"NAmes",4,864,6960,375,"TA","RL",20,"Gd",6,1,3,0,"TA",120500
"727",1680,"Crawfor",6,880,21695,808,"Gd","RL",20,"Gd",9,1,3,260,"TA",222000
"728",1232,"CollgCr",7,1232,7314,724,"Gd","RL",20,"Gd",5,1,2,82,"TA",194500
"729",1776,"NAmes",5,1584,11475,0,"TA","RL",90,"TA",5,2,4,95,"TA",110000
"730",1208,"IDOTRR",4,780,6240,152,"TA","RM",30,"TA",5,1,2,0,"TA",103000
"731",1616,"StoneBr",8,1595,5389,1180,"Gd","RL",120,"Gd",5,1,2,0,"TA",236500
"732",1146,"Timber",7,868,9590,786,"Gd","RL",80,"Gd",5,1,3,442,"TA",187500
"733",2031,"CollgCr",7,1153,11404,252,"Gd","RL",60,"Gd",5,1,3,202,"TA",222500
"734",1144,"Sawyer",5,864,10000,594,"TA","RL",20,"TA",6,1,3,0,"TA",131400
"735",948,"Sawyer",5,948,8978,0,"TA","RL",20,"TA",5,1,3,0,"TA",108000
"736",1768,"OldTown",7,880,10800,390,"TA","RM",75,"TA",7,1,2,0,"TA",163000
"737",1040,"NAmes",3,0,8544,0,"TA","RL",90,"TA",4,2,2,0,"TA",93500
"738",1801,"Gilbert",8,893,10463,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",239900
"739",1200,"Edwards",5,1200,10800,1200,"TA","RL",90,"TA",5,1,3,0,"",179000
"740",1728,"CollgCr",7,864,9313,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",190000
"741",1432,"OldTown",5,264,9600,0,"TA","RM",70,"TA",7,1,2,0,"TA",132000
"742",912,"Sawyer",6,912,6768,832,"TA","RL",20,"Gd",8,1,3,0,"TA",142000
"743",1349,"SawyerW",7,1349,8450,0,"TA","RL",20,"TA",5,1,3,108,"TA",179000
"744",1464,"Sawyer",5,520,12886,444,"TA","RL",80,"TA",6,1,3,0,"TA",175000
"745",1337,"StoneBr",8,1337,5395,733,"Gd","RL",120,"Gd",5,1,2,0,"TA",180000
"746",2715,"NWAmes",8,1142,8963,575,"Ex","RL",60,"Gd",9,1,4,289,"TA",299800
"747",2256,"Gilbert",7,952,8795,300,"Gd","RL",60,"Gd",5,1,4,0,"TA",236000
"748",2640,"OldTown",7,1240,11700,0,"Gd","RM",70,"Gd",7,1,4,0,"TA",265979
"749",1720,"NoRidge",7,1720,10593,919,"Gd","RL",20,"Gd",5,1,3,338,"TA",260400
"750",1529,"Edwards",4,0,8405,0,"TA","RL",50,"TA",3,1,4,0,"TA",98000
"751",1140,"OldTown",4,576,8800,0,"TA","RM",50,"TA",7,1,3,0,"",96500
"752",1320,"Gilbert",7,660,7750,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",162000
"753",1494,"CollgCr",6,1479,9236,1200,"TA","RL",20,"Gd",5,1,3,0,"TA",217000
"754",2098,"NridgHt",8,1030,10240,0,"Gd","RL",60,"Ex",5,1,3,178,"TA",275500
"755",1026,"NAmes",6,1026,7930,439,"TA","RL",20,"Gd",8,1,3,0,"TA",156000
"756",1471,"Somerst",6,729,3230,381,"TA","FV",160,"TA",5,1,3,894,"TA",172500
"757",1768,"CollgCr",8,866,10769,20,"Gd","RL",60,"Gd",5,1,3,0,"TA",212000
"758",1386,"Sawyer",6,672,11616,438,"TA","RL",60,"TA",5,1,3,328,"TA",158900
"759",1501,"Somerst",7,744,2280,549,"TA","FV",160,"TA",5,1,3,360,"TA",179400
"760",2531,"NoRidge",8,1318,12257,56,"Gd","RL",60,"Gd",5,1,4,513,"TA",290000
"761",864,"NAmes",6,864,9100,612,"TA","RL",20,"TA",6,1,2,0,"Ex",127500
"762",1301,"BrkSide",5,1145,6911,405,"TA","RM",30,"Fa",5,1,2,0,"TA",100000
"763",1547,"Somerst",7,756,8640,24,"TA","FV",60,"Gd",5,1,3,0,"TA",215200
"764",2365,"NoRidge",8,1252,9430,1163,"Gd","RL",60,"Gd",5,1,3,673,"TA",337000
"765",1494,"Veenker",8,1494,9549,437,"Gd","RL",120,"Ex",5,1,2,0,"TA",270000
"766",1506,"Somerst",9,1498,14587,0,"Gd","RL",20,"Ex",5,1,2,284,"TA",264132
"767",1714,"NWAmes",7,980,10421,394,"TA","RL",60,"TA",5,1,3,42,"TA",196500
"768",1750,"Mitchel",6,983,12508,660,"TA","RL",50,"TA",7,1,4,0,"TA",160000
"769",1836,"CollgCr",7,1860,9100,24,"Gd","RL",20,"Gd",5,1,3,0,"TA",216837
"770",3279,"StoneBr",8,1650,53504,1416,"Ex","RL",60,"Ex",5,1,4,603,"TA",538000
"771",858,"Sawyer",5,858,7252,685,"TA","RL",85,"TA",5,1,2,0,"TA",134900
"772",1220,"Edwards",4,836,8877,836,"TA","RL",20,"TA",5,1,2,0,"TA",102000
"773",1117,"Edwards",6,1029,7819,422,"TA","RL",80,"TA",5,1,3,0,"TA",107000
"774",912,"NAmes",5,912,10150,456,"TA","RL",20,"TA",5,1,2,1,"TA",114500
"775",1973,"NridgHt",8,1935,14226,0,"Gd","RL",20,"Gd",5,1,3,375,"TA",395000
"776",1204,"Mitchel",6,1204,4500,866,"TA","RM",120,"TA",5,1,2,320,"TA",162000
"777",1614,"CollgCr",7,1614,11210,20,"Gd","RL",20,"Gd",5,1,3,240,"TA",221500
"778",894,"Sawyer",5,864,13350,762,"TA","RL",20,"TA",5,1,3,0,"TA",142500
"779",2020,"SawyerW",5,0,8400,0,"TA","RH",90,"TA",5,2,4,320,"TA",144000
"780",1004,"Mitchel",6,975,10530,975,"TA","RL",90,"TA",5,1,2,90,"TA",135000
"781",1253,"Gilbert",7,1237,7875,0,"TA","RL",20,"TA",5,1,3,38,"TA",176000
"782",1603,"SawyerW",6,761,7153,387,"Gd","RL",60,"Gd",5,1,3,0,"TA",175900
"783",1430,"CollgCr",7,1413,16285,0,"Gd","RL",20,"Gd",5,1,3,0,"TA",187100
"784",1110,"Mitchel",5,1097,9101,1097,"TA","RL",85,"Gd",6,1,1,104,"TA",165500
"785",1484,"OldTown",6,742,6300,0,"TA","RM",75,"TA",6,1,3,0,"",128000
"786",1342,"NWAmes",6,1372,9790,251,"TA","RL",20,"TA",5,1,3,0,"TA",161500
"787",1652,"OldTown",5,686,10800,686,"TA","RM",50,"TA",6,1,4,0,"TA",139000
"788",2084,"SawyerW",7,956,10142,656,"Gd","RL",60,"Gd",5,1,4,0,"TA",233000
"789",901,"OldTown",4,901,6000,0,"TA","RM",20,"TA",7,1,2,0,"Fa",107900
"790",2087,"ClearCr",6,832,12205,568,"TA","RL",60,"Gd",8,1,5,157,"TA",187500
"791",1145,"Blmngtn",7,1145,3182,16,"Gd","RL",120,"Gd",5,1,2,11,"TA",160200
"792",1062,"Mitchel",6,1029,11333,539,"TA","RL",80,"TA",5,1,3,0,"TA",146800
"793",2013,"NoRidge",7,1117,9920,862,"Gd","RL",60,"TA",5,1,3,0,"TA",269790
"794",1496,"Somerst",8,1496,9158,0,"Gd","RL",20,"Gd",5,1,3,140,"TA",225000
"795",1895,"Gilbert",7,712,10832,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",194500
"796",1564,"SawyerW",6,650,8400,0,"TA","RL",60,"TA",6,1,3,130,"TA",171000
"797",1285,"Sawyer",6,660,8197,0,"TA","RL",20,"TA",5,1,3,148,"TA",143500
"798",773,"NAmes",5,773,7677,570,"TA","RL",20,"TA",5,1,2,0,"TA",110000
"799",3140,"NridgHt",9,1926,13518,0,"Ex","RL",60,"Ex",5,1,4,860,"TA",485000
"800",1768,"SWISU",5,731,7200,569,"TA","RL",50,"Gd",7,1,3,252,"TA",175000
"801",1688,"ClearCr",6,616,12798,462,"TA","RL",60,"Gd",5,1,4,0,"TA",200000
"802",1196,"IDOTRR",4,1196,4800,197,"TA","RM",30,"TA",7,1,2,0,"TA",109900
"803",1456,"CollgCr",7,728,8199,648,"Gd","RL",60,"Gd",5,1,3,0,"TA",189000
"804",2822,"NridgHt",9,1734,13891,0,"Ex","RL",60,"Ex",5,1,4,424,"TA",582933
"805",1128,"NAmes",5,936,9000,812,"TA","RL",20,"TA",5,1,2,0,"TA",118000
"806",1428,"Somerst",7,1417,12274,0,"Gd","RL",20,"Ex",5,1,3,256,"TA",227680
"807",980,"NAmes",5,980,9750,400,"TA","RL",80,"TA",5,1,3,0,"TA",135500
"808",1576,"BrkSide",5,1324,21384,1309,"TA","RL",70,"Gd",6,1,3,0,"TA",223500
"809",1086,"NAmes",5,1024,13400,516,"TA","RL",80,"TA",5,1,3,1047,"TA",159950
"810",2138,"OldTown",5,849,8100,0,"TA","RM",75,"TA",5,3,2,0,"Fa",106000
"811",1309,"NWAmes",6,1040,10140,663,"TA","RL",20,"Gd",6,1,3,99,"TA",181000
"812",848,"CollgCr",6,848,4438,662,"Gd","RM",120,"Gd",5,1,1,169,"TA",144500
"813",1044,"IDOTRR",5,540,8712,0,"Fa","C (all)",20,"Fa",5,1,2,0,"TA",55993
"814",1442,"NAmes",6,1442,9750,608,"TA","RL",20,"TA",6,1,4,243,"TA",157900
